,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
416,GETCB,IL,2015,2042,Illinois,219.157681,57,2533998
417,HYTCB,IL,2015,1160,Illinois,219.157681,57,2533998
418,NCPRB,IL,2015,105293,Illinois,219.157681,57,2533998
419,NGMPB,IL,2015,2210,Illinois,219.157681,57,2533998
420,NGMPK,IL,2015,1.062,Illinois,219.157681,57,2533998
421,NGMPP,IL,2015,2080,Illinois,219.157681,57,2533998
422,NUETB,IL,2015,1017377,Illinois,219.157681,57,2533998
423,PAPRB,IL,2015,54426,Illinois,219.157681,57,2533998
424,PAPRP,IL,2015,9520,Illinois,219.157681,57,2533998
425,REPRB,IL,2015,355359,Illinois,219.157681,57,2533998
426,SOTCB,IL,2015,1938,Illinois,219.157681,57,2533998
427,TEPRB,IL,2015,2682250,Illinois,219.157681,57,2533998
428,TETCB,IL,2015,3920125,Illinois,219.157681,57,2533998
429,WDEXB,IL,2015,0,Illinois,219.157681,57,2533998
430,WDPRB,IL,2015,8185,Illinois,219.157681,57,2533998
431,WDTCB,IL,2015,8185,Illinois,219.157681,57,2533998
432,WSTCB,IL,2015,11225,Illinois,219.157681,57,2533998
433,WWPRB,IL,2015,19411,Illinois,219.157681,57,2533998
434,WYTCB,IL,2015,100154,Illinois,219.157681,57,2533998
435,BDFDB,IN,2015,11841,Indiana,187.2335142,68,2525723
436,BDPRP,IN,2015,2179,Indiana,187.2335142,68,2525723
437,BFFDB,IN,2015,155552,Indiana,187.2335142,68,2525723
438,BFPRP,IN,2015,27354,Indiana,187.2335142,68,2525723
439,CLPRB,IN,2015,776493,Indiana,187.2335142,68,2525723
440,CLPRK,IN,2015,22.641,Indiana,187.2335142,68,2525723
441,CLPRP,IN,2015,34295,Indiana,187.2335142,68,2525723
442,COPRK,IN,2015,5.717,Indiana,187.2335142,68,2525723
443,EMFDB,IN,2015,143711,Indiana,187.2335142,68,2525723
444,ENPRP,IN,2015,25175,Indiana,187.2335142,68,2525723
445,GETCB,IN,2015,4647,Indiana,187.2335142,68,2525723
446,HYTCB,IN,2015,3553,Indiana,187.2335142,68,2525723
447,NCPRB,IN,2015,51990,Indiana,187.2335142,68,2525723
448,NGMPB,IN,2015,7446,Indiana,187.2335142,68,2525723
449,NGMPK,IN,2015,1.027,Indiana,187.2335142,68,2525723
450,NGMPP,IN,2015,7250,Indiana,187.2335142,68,2525723
451,NUETB,IN,2015,0,Indiana,187.2335142,68,2525723
452,PAPRB,IN,2015,12686,Indiana,187.2335142,68,2525723
453,PAPRP,IN,2015,2219,Indiana,187.2335142,68,2525723
454,REPRB,IN,2015,242141,Indiana,187.2335142,68,2525723
455,SOTCB,IN,2015,1714,Indiana,187.2335142,68,2525723
456,TEPRB,IN,2015,1038766,Indiana,187.2335142,68,2525723
457,TETCB,IN,2015,2826490,Indiana,187.2335142,68,2525723
458,WDEXB,IN,2015,0,Indiana,187.2335142,68,2525723
459,WDPRB,IN,2015,18061,Indiana,187.2335142,68,2525723
460,WDTCB,IN,2015,18061,Indiana,187.2335142,68,2525723
461,WSTCB,IN,2015,16538,Indiana,187.2335142,68,2525723
462,WWPRB,IN,2015,34599,Indiana,187.2335142,68,2525723
463,WYTCB,IN,2015,42077,Indiana,187.2335142,68,2525723
464,BDFDB,KS,2015,288,Kansas,64.51256023,120,2548830
465,BDPRP,KS,2015,53,Kansas,64.51256023,120,2548830
466,BFFDB,KS,2015,66484,Kansas,64.51256023,120,2548830
467,BFPRP,KS,2015,11649,Kansas,64.51256023,120,2548830
468,CLPRB,KS,2015,4387,Kansas,64.51256023,120,2548830
469,CLPRK,KS,2015,22.026,Kansas,64.51256023,120,2548830
470,CLPRP,KS,2015,199,Kansas,64.51256023,120,2548830
471,COPRK,KS,2015,5.717,Kansas,64.51256023,120,2548830
472,EMFDB,KS,2015,66196,Kansas,64.51256023,120,2548830
473,ENPRP,KS,2015,11596,Kansas,64.51256023,120,2548830
474,GETCB,KS,2015,974,Kansas,64.51256023,120,2548830
475,HYTCB,KS,2015,177,Kansas,64.51256023,120,2548830
476,NCPRB,KS,2015,103733,Kansas,64.51256023,120,2548830
477,NGMPB,KS,2015,318548,Kansas,64.51256023,120,2548830
478,NGMPK,KS,2015,1.121,Kansas,64.51256023,120,2548830
479,NGMPP,KS,2015,284184,Kansas,64.51256023,120,2548830
480,NUETB,KS,2015,90254,Kansas,64.51256023,120,2548830
481,PAPRB,KS,2015,260015,Kansas,64.51256023,120,2548830
482,PAPRP,KS,2015,45481,Kansas,64.51256023,120,2548830
483,REPRB,KS,2015,177374,Kansas,64.51256023,120,2548830
484,SOTCB,KS,2015,87,Kansas,64.51256023,120,2548830
485,TEPRB,KS,2015,850580,Kansas,64.51256023,120,2548830
486,TETCB,KS,2015,1101677,Kansas,64.51256023,120,2548830
487,WDEXB,KS,2015,0,Kansas,64.51256023,120,2548830
488,WDPRB,KS,2015,4487,Kansas,64.51256023,120,2548830
489,WDTCB,KS,2015,4487,Kansas,64.51256023,120,2548830
490,WSTCB,KS,2015,2671,Kansas,64.51256023,120,2548830
491,WWPRB,KS,2015,7158,Kansas,64.51256023,120,2548830
492,WYTCB,KS,2015,102495,Kansas,64.51256023,120,2548830
493,BDFDB,KY,2015,4524,Kentucky,131.3429697,129,315635700
494,BDPRP,KY,2015,833,Kentucky,131.3429697,129,315635700
495,BFFDB,KY,2015,8246,Kentucky,131.3429697,129,315635700
496,BFPRP,KY,2015,1485,Kentucky,131.3429697,129,315635700
497,CLPRB,KY,2015,1486019,Kentucky,131.3429697,129,315635700
498,CLPRK,KY,2015,24.189,Kentucky,131.3429697,129,315635700
499,CLPRP,KY,2015,61434,Kentucky,131.3429697,129,315635700
500,COPRK,KY,2015,5.717,Kentucky,131.3429697,129,315635700
501,EMFDB,KY,2015,3723,Kentucky,131.3429697,129,315635700
502,ENPRP,KY,2015,652,Kentucky,131.3429697,129,315635700
503,GETCB,KY,2015,2712,Kentucky,131.3429697,129,315635700
504,HYTCB,KY,2015,31717,Kentucky,131.3429697,129,315635700
505,NCPRB,KY,2015,34627,Kentucky,131.3429697,129,315635700
506,NGMPB,KY,2015,108080,Kentucky,131.3429697,129,315635700
507,NGMPK,KY,2015,1.127,Kentucky,131.3429697,129,315635700
508,NGMPP,KY,2015,95907,Kentucky,131.3429697,129,315635700
509,NUETB,KY,2015,0,Kentucky,131.3429697,129,315635700
510,PAPRB,KY,2015,16362,Kentucky,131.3429697,129,315635700
511,PAPRP,KY,2015,2862,Kentucky,131.3429697,129,315635700
512,REPRB,KY,2015,75319,Kentucky,131.3429697,129,315635700
513,SOTCB,KY,2015,198,Kentucky,131.3429697,129,315635700
514,TEPRB,KY,2015,1685780,Kentucky,131.3429697,129,315635700
515,TETCB,KY,2015,1730308,Kentucky,131.3429697,129,315635700
516,WDEXB,KY,2015,0,Kentucky,131.3429697,129,315635700
517,WDPRB,KY,2015,30971,Kentucky,131.3429697,129,315635700
518,WDTCB,KY,2015,30971,Kentucky,131.3429697,129,315635700
519,WSTCB,KY,2015,1475,Kentucky,131.3429697,129,315635700
520,WWPRB,KY,2015,32445,Kentucky,131.3429697,129,315635700
521,WYTCB,KY,2015,0,Kentucky,131.3429697,129,315635700
522,BDFDB,LA,2015,0,Louisiana,185.5592561,61,2312261
523,BDPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
524,BFFDB,LA,2015,0,Louisiana,185.5592561,61,2312261
525,BFPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
526,CLPRB,LA,2015,46879,Louisiana,185.5592561,61,2312261
527,CLPRK,LA,2015,13.633,Louisiana,185.5592561,61,2312261
528,CLPRP,LA,2015,3439,Louisiana,185.5592561,61,2312261
529,COPRK,LA,2015,5.717,Louisiana,185.5592561,61,2312261
530,EMFDB,LA,2015,0,Louisiana,185.5592561,61,2312261
531,ENPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
532,GETCB,LA,2015,1842,Louisiana,185.5592561,61,2312261
533,HYTCB,LA,2015,9310,Louisiana,185.5592561,61,2312261
534,NCPRB,LA,2015,12672,Louisiana,185.5592561,61,2312261
535,NGMPB,LA,2015,1916410,Louisiana,185.5592561,61,2312261
536,NGMPK,LA,2015,1.062,Louisiana,185.5592561,61,2312261
537,NGMPP,LA,2015,1805197,Louisiana,185.5592561,61,2312261
538,NUETB,LA,2015,160015,Louisiana,185.5592561,61,2312261
539,PAPRB,LA,2015,364396,Louisiana,185.5592561,61,2312261
540,PAPRP,LA,2015,63739,Louisiana,185.5592561,61,2312261
541,REPRB,LA,2015,132249,Louisiana,185.5592561,61,2312261
542,SOTCB,LA,2015,1521,Louisiana,185.5592561,61,2312261
543,TEPRB,LA,2015,2619950,Louisiana,185.5592561,61,2312261
544,TETCB,LA,2015,3911919,Louisiana,185.5592561,61,2312261
545,WDEXB,LA,2015,0,Louisiana,185.5592561,61,2312261
546,WDPRB,LA,2015,106587,Louisiana,185.5592561,61,2312261
547,WDTCB,LA,2015,106587,Louisiana,185.5592561,61,2312261
548,WSTCB,LA,2015,12990,Louisiana,185.5592561,61,2312261
549,WWPRB,LA,2015,119577,Louisiana,185.5592561,61,2312261
550,WYTCB,LA,2015,0,Louisiana,185.5592561,61,2312261
551,BDFDB,MA,2015,36,Massachusetts,66.74652168,34,4240538
552,BDPRP,MA,2015,7,Massachusetts,66.74652168,34,4240538
553,BFFDB,MA,2015,36,Massachusetts,66.74652168,34,4240538
554,BFPRP,MA,2015,7,Massachusetts,66.74652168,34,4240538
555,CLPRB,MA,2015,0,Massachusetts,66.74652168,34,4240538
556,CLPRK,MA,2015,0,Massachusetts,66.74652168,34,4240538
557,CLPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
558,COPRK,MA,2015,0,Massachusetts,66.74652168,34,4240538
559,EMFDB,MA,2015,0,Massachusetts,66.74652168,34,4240538
560,ENPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
561,GETCB,MA,2015,859,Massachusetts,66.74652168,34,4240538
562,HYTCB,MA,2015,7709,Massachusetts,66.74652168,34,4240538
563,NCPRB,MA,2015,23103,Massachusetts,66.74652168,34,4240538
564,NGMPB,MA,2015,0,Massachusetts,66.74652168,34,4240538
565,NGMPK,MA,2015,0,Massachusetts,66.74652168,34,4240538
566,NGMPP,MA,2015,0,Massachusetts,66.74652168,34,4240538
567,NUETB,MA,2015,52236,Massachusetts,66.74652168,34,4240538
568,PAPRB,MA,2015,0,Massachusetts,66.74652168,34,4240538
569,PAPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
570,REPRB,MA,2015,62787,Massachusetts,66.74652168,34,4240538
571,SOTCB,MA,2015,12535,Massachusetts,66.74652168,34,4240538
572,TEPRB,MA,2015,115022,Massachusetts,66.74652168,34,4240538
573,TETCB,MA,2015,1468270,Massachusetts,66.74652168,34,4240538
574,WDEXB,MA,2015,0,Massachusetts,66.74652168,34,4240538
575,WDPRB,MA,2015,20876,Massachusetts,66.74652168,34,4240538
576,WDTCB,MA,2015,20876,Massachusetts,66.74652168,34,4240538
577,WSTCB,MA,2015,18772,Massachusetts,66.74652168,34,4240538
578,WWPRB,MA,2015,39648,Massachusetts,66.74652168,34,4240538
579,WYTCB,MA,2015,2000,Massachusetts,66.74652168,34,4240538
580,BDFDB,MD,2015,0,Maryland,62.28032684,100,1890491
581,BDPRP,MD,2015,0,Maryland,62.28032684,100,1890491
582,BFFDB,MD,2015,0,Maryland,62.28032684,100,1890491
583,BFPRP,MD,2015,0,Maryland,62.28032684,100,1890491
584,CLPRB,MD,2015,45587,Maryland,62.28032684,100,1890491
585,CLPRK,MD,2015,23.72,Maryland,62.28032684,100,1890491
586,CLPRP,MD,2015,1922,Maryland,62.28032684,100,1890491
587,COPRK,MD,2015,0,Maryland,62.28032684,100,1890491
588,EMFDB,MD,2015,0,Maryland,62.28032684,100,1890491
589,ENPRP,MD,2015,0,Maryland,62.28032684,100,1890491
590,GETCB,MD,2015,570,Maryland,62.28032684,100,1890491
591,HYTCB,MD,2015,15127,Maryland,62.28032684,100,1890491
592,NCPRB,MD,2015,24122,Maryland,62.28032684,100,1890491
593,NGMPB,MD,2015,40,Maryland,62.28032684,100,1890491
594,NGMPK,MD,2015,1.055,Maryland,62.28032684,100,1890491
595,NGMPP,MD,2015,38,Maryland,62.28032684,100,1890491
596,NUETB,MD,2015,153140,Maryland,62.28032684,100,1890491
597,PAPRB,MD,2015,0,Maryland,62.28032684,100,1890491
598,PAPRP,MD,2015,0,Maryland,62.28032684,100,1890491
599,REPRB,MD,2015,47614,Maryland,62.28032684,100,1890491
600,SOTCB,MD,2015,4375,Maryland,62.28032684,100,1890491
601,TEPRB,MD,2015,246381,Maryland,62.28032684,100,1890491
602,TETCB,MD,2015,1424201,Maryland,62.28032684,100,1890491
603,WDEXB,MD,2015,0,Maryland,62.28032684,100,1890491
604,WDPRB,MD,2015,14425,Maryland,62.28032684,100,1890491
605,WDTCB,MD,2015,14425,Maryland,62.28032684,100,1890491
606,WSTCB,MD,2015,9067,Maryland,62.28032684,100,1890491
607,WWPRB,MD,2015,23492,Maryland,62.28032684,100,1890491
608,WYTCB,MD,2015,4050,Maryland,62.28032684,100,1890491
609,BDFDB,ME,2015,43,Maine,16.67908857,74,2818563
610,BDPRP,ME,2015,8,Maine,16.67908857,74,2818563
611,BFFDB,ME,2015,43,Maine,16.67908857,74,2818563
612,BFPRP,ME,2015,8,Maine,16.67908857,74,2818563
613,CLPRB,ME,2015,0,Maine,16.67908857,74,2818563
614,CLPRK,ME,2015,0,Maine,16.67908857,74,2818563
615,CLPRP,ME,2015,0,Maine,16.67908857,74,2818563
616,COPRK,ME,2015,0,Maine,16.67908857,74,2818563
617,EMFDB,ME,2015,0,Maine,16.67908857,74,2818563
618,ENPRP,ME,2015,0,Maine,16.67908857,74,2818563
619,GETCB,ME,2015,72,Maine,16.67908857,74,2818563
620,HYTCB,ME,2015,31317,Maine,16.67908857,74,2818563
621,NCPRB,ME,2015,43787,Maine,16.67908857,74,2818563
622,NGMPB,ME,2015,0,Maine,16.67908857,74,2818563
623,NGMPK,ME,2015,0,Maine,16.67908857,74,2818563
624,NGMPP,ME,2015,0,Maine,16.67908857,74,2818563
625,NUETB,ME,2015,0,Maine,16.67908857,74,2818563
626,PAPRB,ME,2015,0,Maine,16.67908857,74,2818563
627,PAPRP,ME,2015,0,Maine,16.67908857,74,2818563
628,REPRB,ME,2015,161418,Maine,16.67908857,74,2818563
629,SOTCB,ME,2015,323,Maine,16.67908857,74,2818563
630,TEPRB,ME,2015,161418,Maine,16.67908857,74,2818563
631,TETCB,ME,2015,424754,Maine,16.67908857,74,2818563
632,WDEXB,ME,2015,0,Maine,16.67908857,74,2818563
633,WDPRB,ME,2015,113815,Maine,16.67908857,74,2818563
634,WDTCB,ME,2015,113815,Maine,16.67908857,74,2818563
635,WSTCB,ME,2015,3773,Maine,16.67908857,74,2818563
636,WWPRB,ME,2015,117588,Maine,16.67908857,74,2818563
637,WYTCB,ME,2015,12075,Maine,16.67908857,74,2818563
638,BDFDB,MI,2015,712,Michigan,164.4556231,76,3049845
639,BDPRP,MI,2015,131,Michigan,164.4556231,76,3049845
640,BFFDB,MI,2015,39033,Michigan,164.4556231,76,3049845
641,BFPRP,MI,2015,6844,Michigan,164.4556231,76,3049845
642,CLPRB,MI,2015,0,Michigan,164.4556231,76,3049845
643,CLPRK,MI,2015,0,Michigan,164.4556231,76,3049845
644,CLPRP,MI,2015,0,Michigan,164.4556231,76,3049845
645,COPRK,MI,2015,5.717,Michigan,164.4556231,76,3049845
646,EMFDB,MI,2015,38321,Michigan,164.4556231,76,3049845
647,ENPRP,MI,2015,6713,Michigan,164.4556231,76,3049845
648,GETCB,MI,2015,5193,Michigan,164.4556231,76,3049845
649,HYTCB,MI,2015,13971,Michigan,164.4556231,76,3049845
650,NCPRB,MI,2015,64720,Michigan,164.4556231,76,3049845
651,NGMPB,MI,2015,114061,Michigan,164.4556231,76,3049845
652,NGMPK,MI,2015,1.059,Michigan,164.4556231,76,3049845
653,NGMPP,MI,2015,107664,Michigan,164.4556231,76,3049845
654,NUETB,MI,2015,306773,Michigan,164.4556231,76,3049845
655,PAPRB,MI,2015,37504,Michigan,164.4556231,76,3049845
656,PAPRP,MI,2015,6560,Michigan,164.4556231,76,3049845
657,REPRB,MI,2015,223234,Michigan,164.4556231,76,3049845
658,SOTCB,MI,2015,853,Michigan,164.4556231,76,3049845
659,TEPRB,MI,2015,681571,Michigan,164.4556231,76,3049845
660,TETCB,MI,2015,2826679,Michigan,164.4556231,76,3049845
661,WDEXB,MI,2015,0,Michigan,164.4556231,76,3049845
662,WDPRB,MI,2015,98215,Michigan,164.4556231,76,3049845
663,WDTCB,MI,2015,98215,Michigan,164.4556231,76,3049845
664,WSTCB,MI,2015,21266,Michigan,164.4556231,76,3049845
665,WWPRB,MI,2015,119481,Michigan,164.4556231,76,3049845
666,WYTCB,MI,2015,44702,Michigan,164.4556231,76,3049845
667,BDFDB,MN,2015,7761,Minnesota,89.33099915,119,3292766
668,BDPRP,MN,2015,1429,Minnesota,89.33099915,119,3292766
669,BFFDB,MN,2015,165989,Minnesota,89.33099915,119,3292766
670,BFPRP,MN,2015,29147,Minnesota,89.33099915,119,3292766
671,CLPRB,MN,2015,0,Minnesota,89.33099915,119,3292766
672,CLPRK,MN,2015,0,Minnesota,89.33099915,119,3292766
673,CLPRP,MN,2015,0,Minnesota,89.33099915,119,3292766
674,COPRK,MN,2015,0,Minnesota,89.33099915,119,3292766
675,EMFDB,MN,2015,158228,Minnesota,89.33099915,119,3292766
676,ENPRP,MN,2015,27718,Minnesota,89.33099915,119,3292766
677,GETCB,MN,2015,1075,Minnesota,89.33099915,119,3292766
678,HYTCB,MN,2015,7912,Minnesota,89.33099915,119,3292766
679,NCPRB,MN,2015,100589,Minnesota,89.33099915,119,3292766
680,NGMPB,MN,2015,0,Minnesota,89.33099915,119,3292766
681,NGMPK,MN,2015,0,Minnesota,89.33099915,119,3292766
682,NGMPP,MN,2015,0,Minnesota,89.33099915,119,3292766
683,NUETB,MN,2015,125900,Minnesota,89.33099915,119,3292766
684,PAPRB,MN,2015,0,Minnesota,89.33099915,119,3292766
685,PAPRP,MN,2015,0,Minnesota,89.33099915,119,3292766
686,REPRB,MN,2015,345949,Minnesota,89.33099915,119,3292766
687,SOTCB,MN,2015,473,Minnesota,89.33099915,119,3292766
688,TEPRB,MN,2015,471848,Minnesota,89.33099915,119,3292766
689,TETCB,MN,2015,1813635,Minnesota,89.33099915,119,3292766
690,WDEXB,MN,2015,0,Minnesota,89.33099915,119,3292766
691,WDPRB,MN,2015,65241,Minnesota,89.33099915,119,3292766
692,WDTCB,MN,2015,65241,Minnesota,89.33099915,119,3292766
693,WSTCB,MN,2015,14129,Minnesota,89.33099915,119,3292766
694,WWPRB,MN,2015,79370,Minnesota,89.33099915,119,3292766
695,WYTCB,MN,2015,91129,Minnesota,89.33099915,119,3292766
696,BDFDB,MO,2015,17585,Missouri,124.7473311,619,7036095
697,BDPRP,MO,2015,3237,Missouri,124.7473311,619,7036095
698,BFFDB,MO,2015,54724,Missouri,124.7473311,619,7036095
699,BFPRP,MO,2015,9743,Missouri,124.7473311,619,7036095
700,CLPRB,MO,2015,3178,Missouri,124.7473311,619,7036095
701,CLPRK,MO,2015,22.992,Missouri,124.7473311,619,7036095
702,CLPRP,MO,2015,138,Missouri,124.7473311,619,7036095
703,COPRK,MO,2015,5.717,Missouri,124.7473311,619,7036095
704,EMFDB,MO,2015,37139,Missouri,124.7473311,619,7036095
705,ENPRP,MO,2015,6506,Missouri,124.7473311,619,7036095
706,GETCB,MO,2015,352,Missouri,124.7473311,619,7036095
707,HYTCB,MO,2015,14864,Missouri,124.7473311,619,7036095
708,NCPRB,MO,2015,26386,Missouri,124.7473311,619,7036095
709,NGMPB,MO,2015,1,Missouri,124.7473311,619,7036095
710,NGMPK,MO,2015,1.012,Missouri,124.7473311,619,7036095
711,NGMPP,MO,2015,1,Missouri,124.7473311,619,7036095
712,NUETB,MO,2015,109182,Missouri,124.7473311,619,7036095
713,PAPRB,MO,2015,852,Missouri,124.7473311,619,7036095
714,PAPRP,MO,2015,149,Missouri,124.7473311,619,7036095
715,REPRB,MO,2015,105635,Missouri,124.7473311,619,7036095
716,SOTCB,MO,2015,1542,Missouri,124.7473311,619,7036095
717,TEPRB,MO,2015,218848,Missouri,124.7473311,619,7036095
718,TETCB,MO,2015,1831407,Missouri,124.7473311,619,7036095
719,WDEXB,MO,2015,0,Missouri,124.7473311,619,7036095
720,WDPRB,MO,2015,22108,Missouri,124.7473311,619,7036095
721,WDTCB,MO,2015,22108,Missouri,124.7473311,619,7036095
722,WSTCB,MO,2015,2417,Missouri,124.7473311,619,7036095
723,WWPRB,MO,2015,24526,Missouri,124.7473311,619,7036095
724,WYTCB,MO,2015,9627,Missouri,124.7473311,619,7036095
725,BDFDB,MS,2015,1898,Mississippi,61.29692129,403,3710526
726,BDPRP,MS,2015,349,Mississippi,61.29692129,403,3710526
727,BFFDB,MS,2015,5911,Mississippi,61.29692129,403,3710526
728,BFPRP,MS,2015,1052,Mississippi,61.29692129,403,3710526
729,CLPRB,MS,2015,34528,Mississippi,61.29692129,403,3710526
730,CLPRK,MS,2015,10.984,Mississippi,61.29692129,403,3710526
731,CLPRP,MS,2015,3143,Mississippi,61.29692129,403,3710526
732,COPRK,MS,2015,5.717,Mississippi,61.29692129,403,3710526
733,EMFDB,MS,2015,4012,Mississippi,61.29692129,403,3710526
734,ENPRP,MS,2015,703,Mississippi,61.29692129,403,3710526
735,GETCB,MS,2015,958,Mississippi,61.29692129,403,3710526
736,HYTCB,MS,2015,0,Mississippi,61.29692129,403,3710526
737,NCPRB,MS,2015,988,Mississippi,61.29692129,403,3710526
738,NGMPB,MS,2015,60476,Mississippi,61.29692129,403,3710526
739,NGMPK,MS,2015,1.039,Mississippi,61.29692129,403,3710526
740,NGMPP,MS,2015,58181,Mississippi,61.29692129,403,3710526
741,NUETB,MS,2015,122511,Mississippi,61.29692129,403,3710526
742,PAPRB,MS,2015,142485,Mississippi,61.29692129,403,3710526
743,PAPRP,MS,2015,24923,Mississippi,61.29692129,403,3710526
744,REPRB,MS,2015,60419,Mississippi,61.29692129,403,3710526
745,SOTCB,MS,2015,29,Mississippi,61.29692129,403,3710526
746,TEPRB,MS,2015,420420,Mississippi,61.29692129,403,3710526
747,TETCB,MS,2015,1085042,Mississippi,61.29692129,403,3710526
748,WDEXB,MS,2015,0,Mississippi,61.29692129,403,3710526
749,WDPRB,MS,2015,51479,Mississippi,61.29692129,403,3710526
750,WDTCB,MS,2015,51479,Mississippi,61.29692129,403,3710526
751,WSTCB,MS,2015,2042,Mississippi,61.29692129,403,3710526
752,WWPRB,MS,2015,53521,Mississippi,61.29692129,403,3710526
753,WYTCB,MS,2015,0,Mississippi,61.29692129,403,3710526
754,BDFDB,MT,2015,0,Montana,32.53164542,94,896759
755,BDPRP,MT,2015,0,Montana,32.53164542,94,896759
756,BFFDB,MT,2015,0,Montana,32.53164542,94,896759
757,BFPRP,MT,2015,0,Montana,32.53164542,94,896759
758,CLPRB,MT,2015,746222,Montana,32.53164542,94,896759
759,CLPRK,MT,2015,17.825,Montana,32.53164542,94,896759
760,CLPRP,MT,2015,41864,Montana,32.53164542,94,896759
761,COPRK,MT,2015,5.717,Montana,32.53164542,94,896759
762,EMFDB,MT,2015,0,Montana,32.53164542,94,896759
763,ENPRP,MT,2015,0,Montana,32.53164542,94,896759
764,GETCB,MT,2015,337,Montana,32.53164542,94,896759
765,HYTCB,MT,2015,92144,Montana,32.53164542,94,896759
766,NCPRB,MT,2015,110876,Montana,32.53164542,94,896759
767,NGMPB,MT,2015,55943,Montana,32.53164542,94,896759
768,NGMPK,MT,2015,1.089,Montana,32.53164542,94,896759
769,NGMPP,MT,2015,51356,Montana,32.53164542,94,896759
770,NUETB,MT,2015,0,Montana,32.53164542,94,896759
771,PAPRB,MT,2015,163249,Montana,32.53164542,94,896759
772,PAPRP,MT,2015,28555,Montana,32.53164542,94,896759
773,REPRB,MT,2015,125018,Montana,32.53164542,94,896759
774,SOTCB,MT,2015,85,Montana,32.53164542,94,896759
775,TEPRB,MT,2015,1090432,Montana,32.53164542,94,896759
776,TETCB,MT,2015,403641,Montana,32.53164542,94,896759
777,WDEXB,MT,2015,0,Montana,32.53164542,94,896759
778,WDPRB,MT,2015,13759,Montana,32.53164542,94,896759
779,WDTCB,MT,2015,13759,Montana,32.53164542,94,896759
780,WSTCB,MT,2015,383,Montana,32.53164542,94,896759
781,WWPRB,MT,2015,14143,Montana,32.53164542,94,896759
782,WYTCB,MT,2015,18309,Montana,32.53164542,94,896759
783,BDFDB,NC,2015,256,North Carolina,124.7782841,232,202376181
784,BDPRP,NC,2015,47,North Carolina,124.7782841,232,202376181
785,BFFDB,NC,2015,256,North Carolina,124.7782841,232,202376181
786,BFPRP,NC,2015,47,North Carolina,124.7782841,232,202376181
787,CLPRB,NC,2015,0,North Carolina,124.7782841,232,202376181
788,CLPRK,NC,2015,0,North Carolina,124.7782841,232,202376181
789,CLPRP,NC,2015,0,North Carolina,124.7782841,232,202376181
790,COPRK,NC,2015,0,North Carolina,124.7782841,232,202376181
791,EMFDB,NC,2015,0,North Carolina,124.7782841,232,202376181
792,ENPRP,NC,2015,0,North Carolina,124.7782841,232,202376181
793,GETCB,NC,2015,967,North Carolina,124.7782841,232,202376181
794,HYTCB,NC,2015,44191,North Carolina,124.7782841,232,202376181
795,NCPRB,NC,2015,59028,North Carolina,124.7782841,232,202376181
796,NGMPB,NC,2015,0,North Carolina,124.7782841,232,202376181
797,NGMPK,NC,2015,0,North Carolina,124.7782841,232,202376181
798,NGMPP,NC,2015,0,North Carolina,124.7782841,232,202376181
799,NUETB,NC,2015,440248,North Carolina,124.7782841,232,202376181
800,PAPRB,NC,2015,0,North Carolina,124.7782841,232,202376181
